
DECIMAL       HEXADECIMAL     DESCRIPTION
3947320       0x3C3B38        Zlib compressed data, best compression
3947438       0x3C3BAE        Zlib compressed data, best compression
3947553       0x3C3C21        Zlib compressed data, best compression
3947643       0x3C3C7B        Zlib compressed data, best compression
3947742       0x3C3CDE        Zlib compressed data, best compression
3947851       0x3C3D4B        Zlib compressed data, best compression
3947962       0x3C3DBA        Zlib compressed data, best compression
3948075       0x3C3E2B        Zlib compressed data, best compression
3948195       0x3C3EA3        Zlib compressed data, best compression
3948300       0x3C3F0C        Zlib compressed data, best compression
3948411       0x3C3F7B        Zlib compressed data, best compression
3948529       0x3C3FF1        Zlib compressed data, best compression
3948622       0x3C404E        Zlib compressed data, best compression
3948716       0x3C40AC        Zlib compressed data, best compression
3948832       0x3C4120        Zlib compressed data, best compression
3948938       0x3C418A        Zlib compressed data, best compression
3949065       0x3C4209        Zlib compressed data, best compression
3949176       0x3C4278        Zlib compressed data, best compression
3949282       0x3C42E2        Zlib compressed data, best compression
3949386       0x3C434A        Zlib compressed data, best compression
3949477       0x3C43A5        Zlib compressed data, best compression
3949569       0x3C4401        Zlib compressed data, best compression
3949665       0x3C4461        Zlib compressed data, best compression
3949776       0x3C44D0        Zlib compressed data, best compression
3949836       0x3C450C        Zlib compressed data, best compression
3949912       0x3C4558        Zlib compressed data, best compression
3949995       0x3C45AB        Zlib compressed data, best compression
3950098       0x3C4612        Zlib compressed data, best compression
3950181       0x3C4665        Zlib compressed data, best compression
3950298       0x3C46DA        Zlib compressed data, best compression
3950407       0x3C4747        Zlib compressed data, best compression
3950493       0x3C479D        Zlib compressed data, best compression
3950577       0x3C47F1        Zlib compressed data, best compression
3950673       0x3C4851        Zlib compressed data, best compression
3950778       0x3C48BA        Zlib compressed data, best compression
3950877       0x3C491D        Zlib compressed data, best compression
3950990       0x3C498E        Zlib compressed data, best compression
3951089       0x3C49F1        Zlib compressed data, best compression
3951192       0x3C4A58        Zlib compressed data, best compression
3951306       0x3C4ACA        Zlib compressed data, best compression
3951385       0x3C4B19        Zlib compressed data, best compression
3951470       0x3C4B6E        Zlib compressed data, best compression
3951581       0x3C4BDD        Zlib compressed data, best compression
3951679       0x3C4C3F        Zlib compressed data, best compression
3951797       0x3C4CB5        Zlib compressed data, best compression
3951891       0x3C4D13        Zlib compressed data, best compression
3951991       0x3C4D77        Zlib compressed data, best compression
3952094       0x3C4DDE        Zlib compressed data, best compression
3952176       0x3C4E30        Zlib compressed data, best compression
3952260       0x3C4E84        Zlib compressed data, best compression
3952347       0x3C4EDB        Zlib compressed data, best compression
3952450       0x3C4F42        Zlib compressed data, best compression
3952491       0x3C4F6B        Zlib compressed data, best compression
3952555       0x3C4FAB        Zlib compressed data, best compression
3952624       0x3C4FF0        Zlib compressed data, best compression
3952712       0x3C5048        Zlib compressed data, best compression
3952772       0x3C5084        Zlib compressed data, best compression
3952861       0x3C50DD        Zlib compressed data, best compression
3952949       0x3C5135        Zlib compressed data, best compression
3953011       0x3C5173        Zlib compressed data, best compression
3953084       0x3C51BC        Zlib compressed data, best compression
3953161       0x3C5209        Zlib compressed data, best compression
3953245       0x3C525D        Zlib compressed data, best compression
3953331       0x3C52B3        Zlib compressed data, best compression
3953414       0x3C5306        Zlib compressed data, best compression
3953501       0x3C535D        Zlib compressed data, best compression
3953588       0x3C53B4        Zlib compressed data, best compression
3953685       0x3C5415        Zlib compressed data, best compression
3953755       0x3C545B        Zlib compressed data, best compression
3953830       0x3C54A6        Zlib compressed data, best compression
3953919       0x3C54FF        Zlib compressed data, best compression
3953997       0x3C554D        Zlib compressed data, best compression
3954099       0x3C55B3        Zlib compressed data, best compression
3954181       0x3C5605        Zlib compressed data, best compression
3954256       0x3C5650        Zlib compressed data, best compression
3954340       0x3C56A4        Zlib compressed data, best compression
3954405       0x3C56E5        Zlib compressed data, best compression
3954467       0x3C5723        Zlib compressed data, best compression
3954538       0x3C576A        Zlib compressed data, best compression
3954623       0x3C57BF        Zlib compressed data, best compression
3954655       0x3C57DF        Zlib compressed data, best compression
3954699       0x3C580B        Zlib compressed data, best compression
3954752       0x3C5840        Zlib compressed data, best compression
3954831       0x3C588F        Zlib compressed data, best compression
3954873       0x3C58B9        Zlib compressed data, best compression
3954957       0x3C590D        Zlib compressed data, best compression
3955032       0x3C5958        Zlib compressed data, best compression
3955084       0x3C598C        Zlib compressed data, best compression
3955145       0x3C59C9        Zlib compressed data, best compression
3955215       0x3C5A0F        Zlib compressed data, best compression
3955294       0x3C5A5E        Zlib compressed data, best compression
3955376       0x3C5AB0        Zlib compressed data, best compression
3955461       0x3C5B05        Zlib compressed data, best compression
3955536       0x3C5B50        Zlib compressed data, best compression
3955614       0x3C5B9E        Zlib compressed data, best compression
